image_id,term,term_label
LMEX0000000573_IMG_10,LMMA0000000211,lung
LMEX0000000573_IMG_11,LMMA0000000211,lung
LMEX0000000573_IMG_12,LMMA0000000211,lung
LMEX0000000573_IMG_2,LMMA0000000211,lung
LMEX0000000573_IMG_3,LMMA0000000211,lung
LMEX0000000573_IMG_4,LMMA0000000211,lung
LMEX0000000573_IMG_5,LMMA0000000211,lung
LMEX0000000573_IMG_6,LMMA0000000211,lung
LMEX0000000573_IMG_7,LMMA0000000211,lung
LMEX0000000573_IMG_8,LMMA0000000211,lung
LMEX0000000573_IMG_9,LMMA0000000211,lung
LMEX0000000578_IMG_1,LMMA0000000211,lung
LMEX0000000578_IMG_10,LMMA0000000211,lung
LMEX0000000578_IMG_11,LMMA0000000211,lung
LMEX0000000578_IMG_2,LMMA0000000211,lung
LMEX0000000578_IMG_3,LMMA0000000211,lung
LMEX0000000578_IMG_4,LMMA0000000211,lung
LMEX0000000578_IMG_5,LMMA0000000211,lung
LMEX0000000578_IMG_6,LMMA0000000211,lung
LMEX0000000578_IMG_7,LMMA0000000211,lung
LMEX0000000578_IMG_8,LMMA0000000211,lung
LMEX0000000578_IMG_9,LMMA0000000211,lung
LMEX0000000590_IMG_1,LMMA0000000211,lung
LMEX0000000590_IMG_2,LMMA0000000211,lung
LMEX0000000590_IMG_3,LMMA0000000211,lung
LMEX0000000590_IMG_4,LMMA0000000211,lung
LMEX0000000590_IMG_5,LMMA0000000211,lung
LMEX0000000590_IMG_6,LMMA0000000211,lung
LMEX0000000590_IMG_7,LMMA0000000211,lung
LMEX0000000590_IMG_8,LMMA0000000211,lung
LMEX0000000590_IMG_9,LMMA0000000211,lung
LMEX0000000591_IMG_1,LMMA0000000211,lung
LMEX0000000591_IMG_2,LMMA0000000211,lung
LMEX0000000591_IMG_3,LMMA0000000211,lung
LMEX0000000591_IMG_4,LMMA0000000211,lung
LMEX0000000591_IMG_5,LMMA0000000211,lung
LMEX0000000591_IMG_6,LMMA0000000211,lung
LMEX0000000591_IMG_7,LMMA0000000211,lung
LMEX0000000591_IMG_8,LMMA0000000211,lung
LMEX0000000592_IMG_1,LMMA0000000211,lung
LMEX0000000592_IMG_10,LMMA0000000211,lung
LMEX0000000592_IMG_11,LMMA0000000211,lung
LMEX0000000592_IMG_2,LMMA0000000211,lung
LMEX0000000592_IMG_3,LMMA0000000211,lung
LMEX0000000592_IMG_4,LMMA0000000211,lung
LMEX0000000592_IMG_5,LMMA0000000211,lung
LMEX0000000592_IMG_6,LMMA0000000211,lung
LMEX0000000592_IMG_7,LMMA0000000211,lung
LMEX0000000592_IMG_8,LMMA0000000211,lung
LMEX0000000592_IMG_9,LMMA0000000211,lung
LMEX0000000593_IMG_1,LMMA0000000211,lung
LMEX0000000593_IMG_10,LMMA0000000211,lung
LMEX0000000593_IMG_2,LMMA0000000211,lung
LMEX0000000593_IMG_3,LMMA0000000211,lung
LMEX0000000593_IMG_4,LMMA0000000211,lung
LMEX0000000593_IMG_5,LMMA0000000211,lung
LMEX0000000593_IMG_6,LMMA0000000211,lung
LMEX0000000593_IMG_7,LMMA0000000211,lung
LMEX0000000593_IMG_8,LMMA0000000211,lung
LMEX0000000593_IMG_9,LMMA0000000211,lung
LMEX0000000594_IMG_1,LMMA0000000211,lung
LMEX0000000594_IMG_10,LMMA0000000211,lung
LMEX0000000594_IMG_11,LMMA0000000211,lung
LMEX0000000594_IMG_12,LMMA0000000211,lung
LMEX0000000594_IMG_13,LMMA0000000211,lung
LMEX0000000594_IMG_2,LMMA0000000211,lung
LMEX0000000594_IMG_3,LMMA0000000211,lung
LMEX0000000594_IMG_4,LMMA0000000211,lung
LMEX0000000594_IMG_5,LMMA0000000211,lung
LMEX0000000594_IMG_6,LMMA0000000211,lung
LMEX0000000594_IMG_7,LMMA0000000211,lung
LMEX0000000594_IMG_8,LMMA0000000211,lung
LMEX0000000594_IMG_9,LMMA0000000211,lung
LMEX0000000597_IMG_1,LMMA0000000211,lung
LMEX0000000597_IMG_2,LMMA0000000211,lung
LMEX0000000597_IMG_3,LMMA0000000211,lung
LMEX0000000597_IMG_4,LMMA0000000211,lung
LMEX0000000597_IMG_5,LMMA0000000211,lung
LMEX0000000597_IMG_6,LMMA0000000211,lung
LMEX0000000600_IMG_1,LMMA0000000211,lung
LMEX0000000600_IMG_10,LMMA0000000211,lung
LMEX0000000600_IMG_11,LMMA0000000211,lung
LMEX0000000600_IMG_2,LMMA0000000211,lung
LMEX0000000600_IMG_3,LMMA0000000211,lung
LMEX0000000600_IMG_4,LMMA0000000211,lung
LMEX0000000600_IMG_5,LMMA0000000211,lung
LMEX0000000600_IMG_6,LMMA0000000211,lung
LMEX0000000600_IMG_7,LMMA0000000211,lung
LMEX0000000600_IMG_8,LMMA0000000211,lung
LMEX0000000600_IMG_9,LMMA0000000211,lung
LMEX0000000642_IMG_1,LMMA0000000330,right lung middle lobe
LMEX0000000647_IMG_1,LMMA0000000199,left lung
LMEX0000000648_IMG_1,LMMA0000000199,left lung
LMEX0000000648_IMG_2,LMMA0000000199,left lung
LMEX0000000649_IMG_1,LMMA0000000199,left lung
LMEX0000000649_IMG_2,LMMA0000000199,left lung
LMEX0000000649_IMG_3,LMMA0000000199,left lung
LMEX0000000649_IMG_4,LMMA0000000199,left lung
LMEX0000000649_IMG_5,LMMA0000000199,left lung
LMEX0000000649_IMG_6,LMMA0000000199,left lung
LMEX0000000649_IMG_7,LMMA0000000199,left lung
LMEX0000000649_IMG_8,LMMA0000000199,left lung
LMEX0000000649_IMG_9,LMMA0000000199,left lung
LMEX0000000650_IMG_1,LMMA0000000199,left lung
LMEX0000000652_IMG_1,LMMA0000000199,left lung
LMEX0000000652_IMG_2,LMMA0000000199,left lung
LMEX0000000653_IMG_1,LMMA0000000199,left lung
LMEX0000000653_IMG_2,LMMA0000000199,left lung
LMEX0000000654_IMG_1,LMMA0000000199,left lung
LMEX0000000654_IMG_2,LMMA0000000199,left lung
LMEX0000000655_IMG_1,LMMA0000000199,left lung
LMEX0000000655_IMG_2,LMMA0000000199,left lung
LMEX0000000656_IMG_1,LMMA0000000199,left lung
LMEX0000000656_IMG_2,LMMA0000000199,left lung
LMEX0000000657_IMG_1,LMMA0000000199,left lung
LMEX0000000657_IMG_2,LMMA0000000199,left lung
LMEX0000000658_IMG_1,LMMA0000000199,left lung
LMEX0000000659_IMG_1,LMMA0000000199,left lung
LMEX0000000659_IMG_2,LMMA0000000199,left lung
LMEX0000000683_IMG_1,LMMA0000000199,left lung
LMEX0000000689_IMG_1,LMMA0000000199,left lung
LMEX0000000690_IMG_1,LMMA0000000199,left lung
LMEX0000000695_IMG_1,LMMA0000000199,left lung
