image_id,term,term_label
LMEX0000000006_IMG_5,LMMA0000000211,lung
LMEX0000000006_IMG_6,LMMA0000000211,lung
LMEX0000000006_IMG_7,LMMA0000000211,lung
LMEX0000000006_IMG_8,LMMA0000000211,lung
LMEX0000000006_IMG_9,LMMA0000000211,lung
LMEX0000000007_IMG_1,LMMA0000000211,lung
LMEX0000000007_IMG_2,LMMA0000000211,lung
LMEX0000000007_IMG_3,LMMA0000000211,lung
LMEX0000000007_IMG_4,LMMA0000000211,lung
LMEX0000000007_IMG_5,LMMA0000000211,lung
LMEX0000000007_IMG_6,LMMA0000000211,lung
LMEX0000000007_IMG_7,LMMA0000000211,lung
LMEX0000000008_IMG_1,LMMA0000000211,lung
LMEX0000000008_IMG_2,LMMA0000000211,lung
LMEX0000000008_IMG_3,LMMA0000000211,lung
LMEX0000000008_IMG_4,LMMA0000000211,lung
LMEX0000000008_IMG_5,LMMA0000000211,lung
LMEX0000000008_IMG_6,LMMA0000000211,lung
LMEX0000000008_IMG_7,LMMA0000000211,lung
LMEX0000000008_IMG_8,LMMA0000000211,lung
LMEX0000000008_IMG_9,LMMA0000000211,lung
LMEX0000000009_IMG_1,LMMA0000000211,lung
LMEX0000000009_IMG_10,LMMA0000000211,lung
LMEX0000000009_IMG_11,LMMA0000000211,lung
LMEX0000000009_IMG_12,LMMA0000000211,lung
LMEX0000000009_IMG_13,LMMA0000000211,lung
LMEX0000000009_IMG_14,LMMA0000000211,lung
LMEX0000000009_IMG_15,LMMA0000000211,lung
LMEX0000000009_IMG_16,LMMA0000000211,lung
LMEX0000000009_IMG_17,LMMA0000000211,lung
LMEX0000000009_IMG_18,LMMA0000000211,lung
LMEX0000000009_IMG_2,LMMA0000000211,lung
LMEX0000000009_IMG_3,LMMA0000000211,lung
LMEX0000000009_IMG_4,LMMA0000000211,lung
LMEX0000000009_IMG_5,LMMA0000000211,lung
LMEX0000000009_IMG_6,LMMA0000000211,lung
LMEX0000000009_IMG_7,LMMA0000000211,lung
LMEX0000000009_IMG_8,LMMA0000000211,lung
LMEX0000000009_IMG_9,LMMA0000000211,lung
LMEX0000000014_IMG_1,LMMA0000000211,lung
LMEX0000000014_IMG_10,LMMA0000000211,lung
LMEX0000000014_IMG_11,LMMA0000000211,lung
LMEX0000000014_IMG_12,LMMA0000000211,lung
LMEX0000000014_IMG_2,LMMA0000000211,lung
LMEX0000000014_IMG_3,LMMA0000000211,lung
LMEX0000000014_IMG_4,LMMA0000000211,lung
LMEX0000000014_IMG_5,LMMA0000000211,lung
LMEX0000000014_IMG_6,LMMA0000000211,lung
LMEX0000000014_IMG_7,LMMA0000000211,lung
LMEX0000000014_IMG_8,LMMA0000000211,lung
LMEX0000000014_IMG_9,LMMA0000000211,lung
LMEX0000000015_IMG_1,LMMA0000000211,lung
LMEX0000000015_IMG_2,LMMA0000000211,lung
LMEX0000000015_IMG_3,LMMA0000000211,lung
LMEX0000000015_IMG_4,LMMA0000000211,lung
LMEX0000000015_IMG_5,LMMA0000000211,lung
LMEX0000000015_IMG_6,LMMA0000000211,lung
LMEX0000000015_IMG_7,LMMA0000000211,lung
LMEX0000000015_IMG_8,LMMA0000000211,lung
LMEX0000000015_IMG_9,LMMA0000000211,lung
LMEX0000000016_IMG_1,LMMA0000000211,lung
LMEX0000000016_IMG_10,LMMA0000000211,lung
LMEX0000000016_IMG_2,LMMA0000000211,lung
LMEX0000000016_IMG_3,LMMA0000000211,lung
LMEX0000000016_IMG_4,LMMA0000000211,lung
LMEX0000000016_IMG_5,LMMA0000000211,lung
LMEX0000000016_IMG_6,LMMA0000000211,lung
LMEX0000000016_IMG_7,LMMA0000000211,lung
LMEX0000000016_IMG_8,LMMA0000000211,lung
LMEX0000000016_IMG_9,LMMA0000000211,lung
LMEX0000000017_IMG_1,LMMA0000000211,lung
LMEX0000000017_IMG_2,LMMA0000000211,lung
LMEX0000000017_IMG_3,LMMA0000000211,lung
LMEX0000000017_IMG_4,LMMA0000000211,lung
LMEX0000000017_IMG_5,LMMA0000000211,lung
LMEX0000000017_IMG_6,LMMA0000000211,lung
LMEX0000000017_IMG_7,LMMA0000000211,lung
LMEX0000000017_IMG_8,LMMA0000000211,lung
LMEX0000000017_IMG_9,LMMA0000000211,lung
LMEX0000000018_IMG_1,LMMA0000000211,lung
LMEX0000000018_IMG_10,LMMA0000000211,lung
LMEX0000000018_IMG_11,LMMA0000000211,lung
LMEX0000000018_IMG_12,LMMA0000000211,lung
LMEX0000000018_IMG_13,LMMA0000000211,lung
LMEX0000000018_IMG_14,LMMA0000000211,lung
LMEX0000000018_IMG_15,LMMA0000000211,lung
LMEX0000000018_IMG_2,LMMA0000000211,lung
LMEX0000000018_IMG_3,LMMA0000000211,lung
LMEX0000000018_IMG_4,LMMA0000000211,lung
LMEX0000000018_IMG_5,LMMA0000000211,lung
LMEX0000000018_IMG_6,LMMA0000000211,lung
LMEX0000000018_IMG_7,LMMA0000000211,lung
LMEX0000000018_IMG_8,LMMA0000000211,lung
LMEX0000000018_IMG_9,LMMA0000000211,lung
LMEX0000000019_IMG_1,LMMA0000000211,lung
LMEX0000000019_IMG_2,LMMA0000000211,lung
LMEX0000000019_IMG_3,LMMA0000000211,lung
LMEX0000000019_IMG_4,LMMA0000000211,lung
LMEX0000000019_IMG_5,LMMA0000000211,lung
LMEX0000000019_IMG_6,LMMA0000000211,lung
LMEX0000000019_IMG_7,LMMA0000000211,lung
LMEX0000000020_IMG_1,LMMA0000000211,lung
LMEX0000000020_IMG_10,LMMA0000000211,lung
LMEX0000000020_IMG_2,LMMA0000000211,lung
LMEX0000000020_IMG_3,LMMA0000000211,lung
LMEX0000000020_IMG_4,LMMA0000000211,lung
LMEX0000000020_IMG_5,LMMA0000000211,lung
LMEX0000000020_IMG_6,LMMA0000000211,lung
LMEX0000000020_IMG_7,LMMA0000000211,lung
LMEX0000000020_IMG_8,LMMA0000000211,lung
LMEX0000000020_IMG_9,LMMA0000000211,lung
LMEX0000000021_IMG_1,LMMA0000000211,lung
LMEX0000000021_IMG_10,LMMA0000000211,lung
LMEX0000000021_IMG_11,LMMA0000000211,lung
LMEX0000000021_IMG_12,LMMA0000000211,lung
LMEX0000000021_IMG_13,LMMA0000000211,lung
LMEX0000000021_IMG_14,LMMA0000000211,lung
LMEX0000000021_IMG_15,LMMA0000000211,lung
LMEX0000000021_IMG_2,LMMA0000000211,lung
LMEX0000000021_IMG_3,LMMA0000000211,lung
LMEX0000000021_IMG_4,LMMA0000000211,lung
LMEX0000000021_IMG_5,LMMA0000000211,lung
LMEX0000000021_IMG_6,LMMA0000000211,lung
LMEX0000000021_IMG_7,LMMA0000000211,lung
LMEX0000000021_IMG_8,LMMA0000000211,lung
LMEX0000000021_IMG_9,LMMA0000000211,lung
LMEX0000000022_IMG_1,LMMA0000000211,lung
LMEX0000000022_IMG_10,LMMA0000000211,lung
LMEX0000000022_IMG_11,LMMA0000000211,lung
LMEX0000000022_IMG_12,LMMA0000000211,lung
LMEX0000000022_IMG_13,LMMA0000000211,lung
LMEX0000000022_IMG_14,LMMA0000000211,lung
LMEX0000000022_IMG_15,LMMA0000000211,lung
LMEX0000000022_IMG_2,LMMA0000000211,lung
LMEX0000000022_IMG_3,LMMA0000000211,lung
LMEX0000000022_IMG_4,LMMA0000000211,lung
LMEX0000000022_IMG_5,LMMA0000000211,lung
LMEX0000000022_IMG_6,LMMA0000000211,lung
LMEX0000000022_IMG_7,LMMA0000000211,lung
LMEX0000000022_IMG_8,LMMA0000000211,lung
LMEX0000000022_IMG_9,LMMA0000000211,lung
LMEX0000000023_IMG_1,LMMA0000000211,lung
LMEX0000000023_IMG_10,LMMA0000000211,lung
LMEX0000000023_IMG_11,LMMA0000000211,lung
LMEX0000000023_IMG_12,LMMA0000000211,lung
LMEX0000000023_IMG_13,LMMA0000000211,lung
LMEX0000000023_IMG_14,LMMA0000000211,lung
LMEX0000000023_IMG_15,LMMA0000000211,lung
LMEX0000000023_IMG_16,LMMA0000000211,lung
LMEX0000000023_IMG_17,LMMA0000000211,lung
LMEX0000000023_IMG_18,LMMA0000000211,lung
LMEX0000000023_IMG_2,LMMA0000000211,lung
LMEX0000000023_IMG_3,LMMA0000000211,lung
LMEX0000000023_IMG_4,LMMA0000000211,lung
LMEX0000000023_IMG_5,LMMA0000000211,lung
LMEX0000000023_IMG_6,LMMA0000000211,lung
LMEX0000000023_IMG_7,LMMA0000000211,lung
LMEX0000000023_IMG_8,LMMA0000000211,lung
LMEX0000000023_IMG_9,LMMA0000000211,lung
LMEX0000000024_IMG_1,LMMA0000000211,lung
LMEX0000000024_IMG_2,LMMA0000000211,lung
LMEX0000000024_IMG_3,LMMA0000000211,lung
LMEX0000000024_IMG_4,LMMA0000000211,lung
LMEX0000000024_IMG_5,LMMA0000000211,lung
LMEX0000000024_IMG_6,LMMA0000000211,lung
LMEX0000000025_IMG_1,LMMA0000000211,lung
LMEX0000000025_IMG_10,LMMA0000000211,lung
LMEX0000000025_IMG_11,LMMA0000000211,lung
LMEX0000000025_IMG_2,LMMA0000000211,lung
LMEX0000000025_IMG_3,LMMA0000000211,lung
LMEX0000000025_IMG_4,LMMA0000000211,lung
LMEX0000000025_IMG_5,LMMA0000000211,lung
LMEX0000000025_IMG_6,LMMA0000000211,lung
LMEX0000000025_IMG_7,LMMA0000000211,lung
LMEX0000000025_IMG_8,LMMA0000000211,lung
LMEX0000000025_IMG_9,LMMA0000000211,lung
LMEX0000000026_IMG_1,LMMA0000000211,lung
LMEX0000000026_IMG_2,LMMA0000000211,lung
LMEX0000000026_IMG_3,LMMA0000000211,lung
LMEX0000000026_IMG_4,LMMA0000000211,lung
LMEX0000000026_IMG_5,LMMA0000000211,lung
LMEX0000000026_IMG_6,LMMA0000000211,lung
LMEX0000000026_IMG_7,LMMA0000000211,lung
LMEX0000000026_IMG_8,LMMA0000000211,lung
LMEX0000000026_IMG_9,LMMA0000000211,lung
LMEX0000000027_IMG_1,LMMA0000000211,lung
LMEX0000000027_IMG_10,LMMA0000000211,lung
LMEX0000000027_IMG_11,LMMA0000000211,lung
LMEX0000000027_IMG_2,LMMA0000000211,lung
LMEX0000000027_IMG_3,LMMA0000000211,lung
LMEX0000000027_IMG_4,LMMA0000000211,lung
LMEX0000000027_IMG_5,LMMA0000000211,lung
LMEX0000000027_IMG_6,LMMA0000000211,lung
LMEX0000000027_IMG_7,LMMA0000000211,lung
LMEX0000000027_IMG_8,LMMA0000000211,lung
LMEX0000000027_IMG_9,LMMA0000000211,lung
LMEX0000000028_IMG_1,LMMA0000000211,lung
LMEX0000000028_IMG_10,LMMA0000000211,lung
LMEX0000000028_IMG_11,LMMA0000000211,lung
LMEX0000000028_IMG_12,LMMA0000000211,lung
LMEX0000000028_IMG_13,LMMA0000000211,lung
LMEX0000000028_IMG_14,LMMA0000000211,lung
LMEX0000000028_IMG_15,LMMA0000000211,lung
LMEX0000000028_IMG_2,LMMA0000000211,lung
LMEX0000000028_IMG_3,LMMA0000000211,lung
LMEX0000000028_IMG_4,LMMA0000000211,lung
LMEX0000000028_IMG_5,LMMA0000000211,lung
LMEX0000000028_IMG_6,LMMA0000000211,lung
LMEX0000000028_IMG_7,LMMA0000000211,lung
LMEX0000000028_IMG_8,LMMA0000000211,lung
LMEX0000000028_IMG_9,LMMA0000000211,lung
LMEX0000000029_IMG_1,LMMA0000000211,lung
LMEX0000000029_IMG_2,LMMA0000000211,lung
LMEX0000000029_IMG_3,LMMA0000000211,lung
LMEX0000000029_IMG_4,LMMA0000000211,lung
LMEX0000000029_IMG_5,LMMA0000000211,lung
LMEX0000000029_IMG_6,LMMA0000000211,lung
LMEX0000000029_IMG_7,LMMA0000000211,lung
LMEX0000000029_IMG_8,LMMA0000000211,lung
LMEX0000000029_IMG_9,LMMA0000000211,lung
LMEX0000000030_IMG_1,LMMA0000000211,lung
LMEX0000000030_IMG_2,LMMA0000000211,lung
LMEX0000000030_IMG_3,LMMA0000000211,lung
LMEX0000000030_IMG_4,LMMA0000000211,lung
LMEX0000000030_IMG_5,LMMA0000000211,lung
LMEX0000000030_IMG_6,LMMA0000000211,lung
LMEX0000000030_IMG_7,LMMA0000000211,lung
LMEX0000000030_IMG_8,LMMA0000000211,lung
LMEX0000000030_IMG_9,LMMA0000000211,lung
LMEX0000000031_IMG_1,LMMA0000000211,lung
LMEX0000000031_IMG_2,LMMA0000000211,lung
LMEX0000000031_IMG_3,LMMA0000000211,lung
LMEX0000000031_IMG_4,LMMA0000000211,lung
LMEX0000000031_IMG_5,LMMA0000000211,lung
LMEX0000000031_IMG_6,LMMA0000000211,lung
LMEX0000000031_IMG_7,LMMA0000000211,lung
LMEX0000000031_IMG_8,LMMA0000000211,lung
LMEX0000000031_IMG_9,LMMA0000000211,lung
LMEX0000000032_IMG_1,LMMA0000000211,lung
LMEX0000000032_IMG_10,LMMA0000000211,lung
LMEX0000000032_IMG_11,LMMA0000000211,lung
LMEX0000000032_IMG_12,LMMA0000000211,lung
LMEX0000000032_IMG_13,LMMA0000000211,lung
LMEX0000000032_IMG_2,LMMA0000000211,lung
LMEX0000000032_IMG_3,LMMA0000000211,lung
LMEX0000000032_IMG_4,LMMA0000000211,lung
LMEX0000000032_IMG_5,LMMA0000000211,lung
LMEX0000000032_IMG_6,LMMA0000000211,lung
LMEX0000000032_IMG_7,LMMA0000000211,lung
LMEX0000000032_IMG_8,LMMA0000000211,lung
LMEX0000000032_IMG_9,LMMA0000000211,lung
LMEX0000000033_IMG_1,LMMA0000000211,lung
LMEX0000000033_IMG_10,LMMA0000000211,lung
LMEX0000000033_IMG_2,LMMA0000000211,lung
LMEX0000000033_IMG_3,LMMA0000000211,lung
LMEX0000000033_IMG_4,LMMA0000000211,lung
LMEX0000000033_IMG_5,LMMA0000000211,lung
LMEX0000000033_IMG_6,LMMA0000000211,lung
LMEX0000000033_IMG_7,LMMA0000000211,lung
LMEX0000000033_IMG_8,LMMA0000000211,lung
LMEX0000000033_IMG_9,LMMA0000000211,lung
LMEX0000000034_IMG_1,LMMA0000000211,lung
LMEX0000000034_IMG_2,LMMA0000000211,lung
LMEX0000000034_IMG_3,LMMA0000000211,lung
LMEX0000000034_IMG_4,LMMA0000000211,lung
LMEX0000000034_IMG_5,LMMA0000000211,lung
LMEX0000000034_IMG_6,LMMA0000000211,lung
LMEX0000000034_IMG_7,LMMA0000000211,lung
LMEX0000000034_IMG_8,LMMA0000000211,lung
LMEX0000000034_IMG_9,LMMA0000000211,lung
LMEX0000000035_IMG_1,LMMA0000000211,lung
LMEX0000000035_IMG_2,LMMA0000000211,lung
LMEX0000000035_IMG_3,LMMA0000000211,lung
LMEX0000000035_IMG_4,LMMA0000000211,lung
LMEX0000000035_IMG_5,LMMA0000000211,lung
LMEX0000000035_IMG_6,LMMA0000000211,lung
LMEX0000000036_IMG_1,LMMA0000000211,lung
LMEX0000000036_IMG_10,LMMA0000000211,lung
LMEX0000000036_IMG_2,LMMA0000000211,lung
LMEX0000000036_IMG_3,LMMA0000000211,lung
LMEX0000000036_IMG_4,LMMA0000000211,lung
LMEX0000000036_IMG_5,LMMA0000000211,lung
LMEX0000000036_IMG_6,LMMA0000000211,lung
LMEX0000000036_IMG_7,LMMA0000000211,lung
LMEX0000000036_IMG_8,LMMA0000000211,lung
LMEX0000000036_IMG_9,LMMA0000000211,lung
LMEX0000000037_IMG_1,LMMA0000000211,lung
LMEX0000000037_IMG_10,LMMA0000000211,lung
LMEX0000000037_IMG_2,LMMA0000000211,lung
LMEX0000000037_IMG_3,LMMA0000000211,lung
LMEX0000000037_IMG_4,LMMA0000000211,lung
LMEX0000000037_IMG_5,LMMA0000000211,lung
LMEX0000000037_IMG_6,LMMA0000000211,lung
LMEX0000000037_IMG_7,LMMA0000000211,lung
LMEX0000000037_IMG_8,LMMA0000000211,lung
LMEX0000000037_IMG_9,LMMA0000000211,lung
LMEX0000000038_IMG_1,LMMA0000000211,lung
LMEX0000000038_IMG_2,LMMA0000000211,lung
LMEX0000000038_IMG_3,LMMA0000000211,lung
LMEX0000000038_IMG_4,LMMA0000000211,lung
LMEX0000000038_IMG_5,LMMA0000000211,lung
LMEX0000000038_IMG_6,LMMA0000000211,lung
LMEX0000000038_IMG_7,LMMA0000000211,lung
LMEX0000000038_IMG_8,LMMA0000000211,lung
LMEX0000000039_IMG_1,LMMA0000000211,lung
LMEX0000000039_IMG_2,LMMA0000000211,lung
LMEX0000000039_IMG_3,LMMA0000000211,lung
LMEX0000000039_IMG_4,LMMA0000000211,lung
LMEX0000000039_IMG_5,LMMA0000000211,lung
LMEX0000000039_IMG_6,LMMA0000000211,lung
LMEX0000000039_IMG_7,LMMA0000000211,lung
LMEX0000000040_IMG_1,LMMA0000000211,lung
LMEX0000000040_IMG_10,LMMA0000000211,lung
LMEX0000000040_IMG_2,LMMA0000000211,lung
LMEX0000000040_IMG_3,LMMA0000000211,lung
LMEX0000000040_IMG_4,LMMA0000000211,lung
LMEX0000000040_IMG_5,LMMA0000000211,lung
LMEX0000000040_IMG_6,LMMA0000000211,lung
LMEX0000000040_IMG_7,LMMA0000000211,lung
LMEX0000000040_IMG_8,LMMA0000000211,lung
LMEX0000000040_IMG_9,LMMA0000000211,lung
LMEX0000000041_IMG_1,LMMA0000000211,lung
LMEX0000000041_IMG_2,LMMA0000000211,lung
LMEX0000000041_IMG_3,LMMA0000000211,lung
LMEX0000000041_IMG_4,LMMA0000000211,lung
LMEX0000000041_IMG_5,LMMA0000000211,lung
LMEX0000000041_IMG_6,LMMA0000000211,lung
LMEX0000000041_IMG_7,LMMA0000000211,lung
LMEX0000000042_IMG_1,LMMA0000000211,lung
LMEX0000000042_IMG_10,LMMA0000000211,lung
LMEX0000000042_IMG_2,LMMA0000000211,lung
LMEX0000000042_IMG_3,LMMA0000000211,lung
LMEX0000000042_IMG_4,LMMA0000000211,lung
LMEX0000000042_IMG_5,LMMA0000000211,lung
LMEX0000000042_IMG_6,LMMA0000000211,lung
LMEX0000000042_IMG_7,LMMA0000000211,lung
LMEX0000000042_IMG_8,LMMA0000000211,lung
LMEX0000000042_IMG_9,LMMA0000000211,lung
LMEX0000000043_IMG_1,LMMA0000000211,lung
LMEX0000000043_IMG_2,LMMA0000000211,lung
LMEX0000000043_IMG_3,LMMA0000000211,lung
LMEX0000000043_IMG_4,LMMA0000000211,lung
LMEX0000000043_IMG_5,LMMA0000000211,lung
LMEX0000000043_IMG_6,LMMA0000000211,lung
LMEX0000000043_IMG_7,LMMA0000000211,lung
LMEX0000000043_IMG_8,LMMA0000000211,lung
LMEX0000000043_IMG_9,LMMA0000000211,lung
LMEX0000000044_IMG_1,LMMA0000000211,lung
LMEX0000000044_IMG_2,LMMA0000000211,lung
LMEX0000000044_IMG_3,LMMA0000000211,lung
LMEX0000000044_IMG_4,LMMA0000000211,lung
LMEX0000000044_IMG_5,LMMA0000000211,lung
LMEX0000000044_IMG_6,LMMA0000000211,lung
LMEX0000000044_IMG_7,LMMA0000000211,lung
LMEX0000000044_IMG_8,LMMA0000000211,lung
LMEX0000000044_IMG_9,LMMA0000000211,lung
LMEX0000000045_IMG_1,LMMA0000000211,lung
LMEX0000000045_IMG_2,LMMA0000000211,lung
LMEX0000000045_IMG_3,LMMA0000000211,lung
LMEX0000000045_IMG_4,LMMA0000000211,lung
LMEX0000000045_IMG_5,LMMA0000000211,lung
LMEX0000000045_IMG_6,LMMA0000000211,lung
LMEX0000000046_IMG_1,LMMA0000000211,lung
LMEX0000000046_IMG_10,LMMA0000000211,lung
LMEX0000000046_IMG_11,LMMA0000000211,lung
LMEX0000000046_IMG_12,LMMA0000000211,lung
LMEX0000000046_IMG_2,LMMA0000000211,lung
LMEX0000000046_IMG_3,LMMA0000000211,lung
LMEX0000000046_IMG_4,LMMA0000000211,lung
LMEX0000000046_IMG_5,LMMA0000000211,lung
LMEX0000000046_IMG_6,LMMA0000000211,lung
LMEX0000000046_IMG_7,LMMA0000000211,lung
LMEX0000000046_IMG_8,LMMA0000000211,lung
LMEX0000000046_IMG_9,LMMA0000000211,lung
LMEX0000000047_IMG_1,LMMA0000000211,lung
LMEX0000000047_IMG_2,LMMA0000000211,lung
LMEX0000000047_IMG_3,LMMA0000000211,lung
LMEX0000000047_IMG_4,LMMA0000000211,lung
LMEX0000000047_IMG_5,LMMA0000000211,lung
LMEX0000000049_IMG_1,LMMA0000000211,lung
LMEX0000000049_IMG_2,LMMA0000000211,lung
LMEX0000000049_IMG_3,LMMA0000000211,lung
LMEX0000000049_IMG_4,LMMA0000000211,lung
LMEX0000000049_IMG_5,LMMA0000000211,lung
LMEX0000000049_IMG_6,LMMA0000000211,lung
LMEX0000000049_IMG_7,LMMA0000000211,lung
LMEX0000000049_IMG_8,LMMA0000000211,lung
LMEX0000000049_IMG_9,LMMA0000000211,lung
LMEX0000000050_IMG_1,LMMA0000000211,lung
LMEX0000000050_IMG_10,LMMA0000000211,lung
LMEX0000000050_IMG_11,LMMA0000000211,lung
LMEX0000000050_IMG_12,LMMA0000000211,lung
LMEX0000000050_IMG_13,LMMA0000000211,lung
LMEX0000000050_IMG_2,LMMA0000000211,lung
LMEX0000000050_IMG_3,LMMA0000000211,lung
LMEX0000000050_IMG_4,LMMA0000000211,lung
LMEX0000000050_IMG_5,LMMA0000000211,lung
LMEX0000000050_IMG_6,LMMA0000000211,lung
LMEX0000000050_IMG_7,LMMA0000000211,lung
LMEX0000000050_IMG_8,LMMA0000000211,lung
LMEX0000000050_IMG_9,LMMA0000000211,lung
LMEX0000000051_IMG_1,LMMA0000000211,lung
LMEX0000000051_IMG_2,LMMA0000000211,lung
LMEX0000000051_IMG_3,LMMA0000000211,lung
LMEX0000000051_IMG_4,LMMA0000000211,lung
LMEX0000000051_IMG_5,LMMA0000000211,lung
LMEX0000000051_IMG_6,LMMA0000000211,lung
LMEX0000000051_IMG_7,LMMA0000000211,lung
LMEX0000000052_IMG_1,LMMA0000000211,lung
LMEX0000000052_IMG_2,LMMA0000000211,lung
LMEX0000000052_IMG_3,LMMA0000000211,lung
LMEX0000000052_IMG_4,LMMA0000000211,lung
LMEX0000000052_IMG_5,LMMA0000000211,lung
LMEX0000000052_IMG_6,LMMA0000000211,lung
LMEX0000000052_IMG_7,LMMA0000000211,lung
LMEX0000000052_IMG_8,LMMA0000000211,lung
LMEX0000000052_IMG_9,LMMA0000000211,lung
LMEX0000000053_IMG_1,LMMA0000000211,lung
LMEX0000000053_IMG_2,LMMA0000000211,lung
LMEX0000000053_IMG_3,LMMA0000000211,lung
LMEX0000000053_IMG_4,LMMA0000000211,lung
LMEX0000000053_IMG_5,LMMA0000000211,lung
LMEX0000000053_IMG_6,LMMA0000000211,lung
LMEX0000000053_IMG_7,LMMA0000000211,lung
LMEX0000000054_IMG_1,LMMA0000000211,lung
LMEX0000000054_IMG_10,LMMA0000000211,lung
LMEX0000000054_IMG_2,LMMA0000000211,lung
LMEX0000000054_IMG_3,LMMA0000000211,lung
LMEX0000000054_IMG_4,LMMA0000000211,lung
LMEX0000000054_IMG_5,LMMA0000000211,lung
LMEX0000000054_IMG_6,LMMA0000000211,lung
LMEX0000000054_IMG_7,LMMA0000000211,lung
LMEX0000000054_IMG_8,LMMA0000000211,lung
LMEX0000000054_IMG_9,LMMA0000000211,lung
LMEX0000000055_IMG_1,LMMA0000000211,lung
LMEX0000000055_IMG_2,LMMA0000000211,lung
LMEX0000000055_IMG_3,LMMA0000000211,lung
LMEX0000000055_IMG_4,LMMA0000000211,lung
LMEX0000000055_IMG_5,LMMA0000000211,lung
LMEX0000000055_IMG_6,LMMA0000000211,lung
LMEX0000000055_IMG_7,LMMA0000000211,lung
LMEX0000000055_IMG_8,LMMA0000000211,lung
LMEX0000000056_IMG_1,LMMA0000000211,lung
LMEX0000000056_IMG_2,LMMA0000000211,lung
LMEX0000000056_IMG_3,LMMA0000000211,lung
LMEX0000000056_IMG_4,LMMA0000000211,lung
LMEX0000000056_IMG_5,LMMA0000000211,lung
LMEX0000000056_IMG_6,LMMA0000000211,lung
LMEX0000000056_IMG_7,LMMA0000000211,lung
LMEX0000000056_IMG_8,LMMA0000000211,lung
LMEX0000000057_IMG_1,LMMA0000000211,lung
LMEX0000000057_IMG_2,LMMA0000000211,lung
LMEX0000000057_IMG_3,LMMA0000000211,lung
LMEX0000000057_IMG_4,LMMA0000000211,lung
LMEX0000000057_IMG_5,LMMA0000000211,lung
LMEX0000000057_IMG_6,LMMA0000000211,lung
LMEX0000000057_IMG_7,LMMA0000000211,lung
LMEX0000000057_IMG_8,LMMA0000000211,lung
LMEX0000000058_IMG_1,LMMA0000000211,lung
LMEX0000000058_IMG_10,LMMA0000000211,lung
LMEX0000000058_IMG_11,LMMA0000000211,lung
LMEX0000000058_IMG_12,LMMA0000000211,lung
LMEX0000000058_IMG_13,LMMA0000000211,lung
LMEX0000000058_IMG_14,LMMA0000000211,lung
LMEX0000000058_IMG_15,LMMA0000000211,lung
LMEX0000000058_IMG_2,LMMA0000000211,lung
LMEX0000000058_IMG_3,LMMA0000000211,lung
